"","product_details","asin","url","image_url","brand","price","sales","revenue","bsr","seller_country_region","fees","active_sellers_number","ratings","review_count","images","review_velocity","buy_box","category","size_tier","fulfillment","dimensions","weight","creation_date"
"59","FURINNO Turn-N-Tube Haydn End Table, 1-Pack, French Oak Grey/Black","B01CP3DSAI","https://www.amazon.com/dp/B01CP3DSAI?psc=1","https://m.media-amazon.com/images/I/61iwhBmJLaL._AC_SY355_.jpg","Furinno",8.82,45497,401283.54,417,"AMZ",13.57,8,4.5,86910,5,1699,"Amazon","Home & Kitchen","Small Oversize","AMZ","14.3x3.2x19.8","6.80",2016-03-08
"60","WLIVE Lift Top Coffee Table with Storage,Small Coffee Table with Drawers for Living Room,Hidden Compartment and Open Shelf,Central Table for Reception Room,Rustic Brown","B0BRB12W8X","https://www.amazon.com/dp/B0BRB12W8X?psc=1","https://m.media-amazon.com/images/I/81jRlgOs1RL._AC_SY450_.jpg","WLIVE",139.99,NA,NA,146114,"CN",55.09,1,5,1,7,0,"WLIVE","Home & Kitchen","Small Oversize","FBA","23.0x5.5x43.5","60.01",2022-12-29
"61","MAHANCRIS End Tables Set of 2, Side Table with Tempered Glass Top, Narrow Beside Table for Small Space, 2-Tier Nightstand with Storage Shelf, for Sofa Couch and Bed, Easy Assembly, Gold ETJ24B01S2Z1","B0BRMHZQZK","https://www.amazon.com/dp/B0BRMHZQZK?psc=1","https://m.media-amazon.com/images/I/716iuk0RIbL._AC_SY450_.jpg","MAHANCRIS",49.99,133,6648.67,92763,"CN",17.87,1,4.5,9,9,1,"ALLOSWELL","Home & Kitchen","Large Standard-Size","FBA","13.2x5.3x17.4","12.95",2023-03-27
"62","Town Square Chrome Coffee Table with Shelf, Glass/Chrome","B07DZWJ5D2","https://www.amazon.com/dp/B07DZWJ5D2?psc=1","https://m.media-amazon.com/images/I/61lpZMEaCHL._AC_SX679_.jpg","Convenience Concepts",73.14,214,15651.96,65797,"AMZ",38.76,16,4.5,1121,8,12,"Amazon","Home & Kitchen","Small Oversize","AMZ","21.0x5.5x44.0","43.56",2018-06-25
"63","Small Round Side Table for Living Room, 2 Tiers Farmhouse End Tables Living Room Set Of 2, Accent Tables For Small Spaces，Night Stands for Bedrooms, Coffee Tables With Storage Shelf, Easy Assembly","B0BCJJS7K9","https://www.amazon.com/dp/B0BCJJS7K9?psc=1","https://m.media-amazon.com/images/I/61PJ370cxkL._AC_SY355_.jpg","SEHERTIWY",44.99,93,4184.07,115627,"CN",15.36,1,4,26,7,4,"SEHERTIWY Direct","Home & Kitchen","Large Standard-Size","FBA","13.7x3.8x15.8","7.10",2022-08-31
"64","Henn&Hart 45"" Wide Rectangular Coffee Table in Brass, Modern coffee tables for living room, studio apartment essentials","B07N8R9WKN","https://www.amazon.com/dp/B07N8R9WKN?psc=1","https://m.media-amazon.com/images/I/31s1o+INOwL._AC_SX466_.jpg","Henn&Hart",113,542,61246,60379,"AMZ",51.04,6,4.6,4273,9,37,"Amazon","Home & Kitchen","Small Oversize","FBA","21.0x5.0x48.0","58.24",NA
"65","Gold End Tables Set of 2, Faux Marble Side Table for Living Room, Bedroom or Small Spaces, Small Nightstand with Storage Shelf, Easy Assembly, 2-Pack, Modern Style Accent Table","B0C16QBP8V","https://www.amazon.com/dp/B0C16QBP8V?psc=1","https://m.media-amazon.com/images/I/61-mzWT76AL._AC_SX522_.jpg","Possile",49.99,58,2899.42,91300,"CN",18.86,1,4.3,28,9,1,"Possile Store","Home & Kitchen","Large Standard-Size","FBA","13.0x5.4x16.9","13.05",2023-04-01
"66","HOOBRO Side Tables Set of 2, 3-Tier Slim Nightstands with Storage Shelves, Modern End Tables, Tempered Glass Bedside Tables, for Living Room, Bedroom, Gold GD77BZP201","B0BY4QTDVH","https://www.amazon.com/dp/B0BY4QTDVH?psc=1","https://m.media-amazon.com/images/I/71FZZ-i7NPL._AC_SY450_.jpg","HOOBRO",59.99,NA,NA,108926,"CN",19.85,1,5,1,9,0,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","12.8x6.0x15.3","14.05",NA
"67","GreenForest Coffee Table Large 43.3 x 23.6 inch with Storage Shelf for Living Room, Easy Assembly, Black","B08Z7L2VPW","https://www.amazon.com/dp/B08Z7L2VPW?psc=1","https://m.media-amazon.com/images/I/514X-+mC5yL._AC_SY450_.jpg","GreenForest",79.99,267,21357.33,138909,"CN",36.43,6,4.5,1577,8,14,"GreenWorlds","Home & Kitchen","Small Oversize","FBA","25.5x2.5x46.0","35.16",2021-06-12
"68","Milliard Modern Farmhouse Coffee Table with Storage Grey","B0BVTC71G5","https://www.amazon.com/dp/B0BVTC71G5?psc=1","https://m.media-amazon.com/images/I/61Sj6QEzQxL._AC_SX569_.jpg","Milliard",69.99,174,12178.26,143449,"US",NA,2,4.1,3,6,0,"Home Wise","Home & Kitchen","Small Oversize","MFN","50.0x26.0x5.0","10.00",2023-02-13
"69","Smuxee White Nesting Coffee Table Set of 2, 31.5"" Round Coffee Table Wooden Marble Pattern with Adjustable Non-Slip Feet, Industrial End Table for Living Room Bedroom Balcony (Marble Pattern 31.5"")","B0BF4QSFHT","https://www.amazon.com/dp/B0BF4QSFHT?psc=1","https://m.media-amazon.com/images/I/81Ah+2oH7QL._AC_SX466_.jpg","Smuxee",106.99,479,51248.21,71458,"CN",51.48,1,4.2,187,9,23,"Smuxee","Home & Kitchen","Medium Oversize","FBA","34.5x4.5x35.5","32.61",2022-09-13
"70","AKAKON End Table with Charge Station-Square Large Side Table with Outlets and USB Ports-Storage Coffee Table for Living Room-Wood 19""x19""x25"" (No Drawer)","B0BZGZ3QVB","https://www.amazon.com/dp/B0BZGZ3QVB?psc=1","https://m.media-amazon.com/images/I/71MFCqSw5pL._AC_SX522_.jpg","AKAKON",69.95,166,11611.7,114481,"CN",29.04,1,4.2,25,6,16,"AKAKON","Home & Kitchen","Small Oversize","FBA","21.5x3.9x21.7","21.75",2022-12-14
"71","UYIHOME Farmhouse Coffee Table with Storage, 2-Tier Rectangular Wooden Centre Cocktail Table with Slats Shelf and V-Shaped Frame for Living Room, Dark Grey","B0BZ7LM8V4","https://www.amazon.com/dp/B0BZ7LM8V4?psc=1","https://m.media-amazon.com/images/I/81PU5rLUF5L._AC_SY450_.jpg","UYIHOME",129.99,NA,NA,426002,"CN",46.87,1,4,16,7,0,"UYIHOME","Home & Kitchen","Small Oversize","FBA","24.0x5.8x42.5","33.71",2023-03-22
"72","Glass Coffee Table, Modern Tempered Clear Coffee Tables Decor for Living Room, Easy to Clean and Safe Rounded Edges 39.3"" L x 19.6"" W x 13.78"" H","B07NW4VVG5","https://www.amazon.com/dp/B07NW4VVG5?psc=1","https://m.media-amazon.com/images/I/81NClvv56nL._AC_SX569_.jpg","SMARTIK",165,393,64845,80511,"CN",94.2,3,4.7,674,6,12,"Smartik","Home & Kitchen","Medium Oversize","MFN","17.0x43.0x23.0","65.00",2021-07-02
"73","SAYGOER Coffee Table Simple Modern Coffee Tables Open Design Rectangular Minimalist Center Table for Living Room Home Office Industrial Cocktail Tables, Easy Assembly, 39.37 x 19.69 x 17.72, OAK White","B0BQ3BP4ND","https://www.amazon.com/dp/B0BQ3BP4ND?psc=1","https://m.media-amazon.com/images/I/71tYICS8fRL._AC_SX425_.jpg","SAYGOER",39.97,351,14029.47,88787,"CN",24.55,1,4.4,115,4,12,"SAYGOER DIRECT","Home & Kitchen","Small Oversize","FBA","23.0x2.0x42.5","21.75",2022-12-14
"74","Rectangle Glass Tea Table Modern Side Coffee Table with Lower Shelf Suitable for Living Room, 2-Tier Center Coffee Tables, Tempered Glass Tabletop & Metal Legs, White","B09KLM2J3B","https://www.amazon.com/dp/B09KLM2J3B?psc=1","https://m.media-amazon.com/images/I/71YgRbndvKL._AC_SX425_.jpg","Generic",79.99,97,7759.03,542130,"CN",43.81,3,4.7,413,8,14,"HOTYARD","Home & Kitchen","Small Oversize","MFN","25.8x42.9x4.3","49.06",2021-10-28
"75","HOMMPA Led Coffee Table Black Low Profile Matte Coffee Table with High Gloss Tabletop and Storage Drawers Modern Small Center Coffee Table with Plug in Wired Led Light for Living Room 13"" Tall","B0BKFC4TGF","https://www.amazon.com/dp/B0BKFC4TGF?psc=1","https://m.media-amazon.com/images/I/81UGLyxZxLL._AC_SY450_.jpg","HOMMPA",159.98,111,17757.78,300889,"CN",NA,3,3.7,66,9,1,"Phycomn","Home & Kitchen",NA,"MFN",NA,NA,2022-10-25
"76","FORAOFUR End Table with Charging Station, Black Side Table with USB Ports and Outlets, Small Side Table Narrow Side Table for Living Room, Bedroom and Office, Small Nightstand with Charging Station","B0BY8DWWWR","https://www.amazon.com/dp/B0BY8DWWWR?psc=1","https://m.media-amazon.com/images/I/61J0Uxdyr8L._AC_SX466_.jpg","FORAOFUR",34.99,NA,NA,148197,"CN",14.18,1,5,8,7,1,"HAITE HOME","Home & Kitchen","Large Standard-Size","FBA","13.1x4.2x17.4","7.96",2023-03-13
"77","AMHANCIBLE C Shaped End Table Set of 2, Side Tables for Sofa, Snack Couch Tables That Slide Under for Living Room Bedroom Golden White Marble HET02GMB","B0BJ6NF4LV","https://www.amazon.com/dp/B0BJ6NF4LV?psc=1","https://m.media-amazon.com/images/I/61wrXplQuLL._AC_SY355_.jpg","AMHANCIBLE",59.49,1458,86736.42,11501,"CN",19.61,3,4.5,752,9,37,"Amhancible","Home & Kitchen","Large Standard-Size","FBA","12.9x6.3x16.9","13.80",2022-10-23
"78","VASAGLE C-Shaped End Table Set of 2, Small Side Table for Couch, Sofa Table with Metal Frame for Living Room, Bedroom, Bedside, Rustic Brown and Black","B0B58PQX2S","https://www.amazon.com/dp/B0B58PQX2S?psc=1","https://m.media-amazon.com/images/I/71SDeS-3n3L._AC_SX466_.jpg","VASAGLE",69.99,2965,207520.35,6224,"US",22.47,4,4.7,2189,9,95,"Songmics Direct","Home & Kitchen","Large Standard-Size","FBA","13.2x5.8x17.5","17.46",2022-06-28
"79","MaxSmeo Mid Century Modern Nightstand with Drawer, Small Nightstand Bedside Table, Brown Rattan Nightstand, Wood End Table for Bedroom, Living Room (Brown)","B0B9MLHJ8R","https://www.amazon.com/dp/B0B9MLHJ8R?psc=1","https://m.media-amazon.com/images/I/61aRuXrA0QL._AC_SY450_.jpg","MaxSmeo",72.99,1699,124010.01,16309,"CN",28.81,7,4.3,492,7,34,"Sme Direct","Home & Kitchen","Small Oversize","FBA","14.1x2.4x17.8","17.45",2022-08-15
"80","KHLJJU Black Nightstand with Charging Station, Bedside Tables with USB Ports and Outlets, Side Table with 3 Tiers Storage Space for Small Spaces, End Table with Drawer for Bedroom, Living Room","B0BX41WLR9","https://www.amazon.com/dp/B0BX41WLR9?psc=1","https://m.media-amazon.com/images/I/61wKeggrE8L._AC_SX569_.jpg","KHLJJU",89.99,NA,NA,78379,"CN",25.47,1,4.4,6,9,0,"bengchijiaju","Home & Kitchen","Large Standard-Size","FBA","13.6x7.4x17.6","19.18",2023-02-28
"81","Apicizon Round Side Table, White Nightstand Coffee End Table for Living Room, Bedroom, Small Spaces, Easy Assembly Modern Home Decor Bedside Table with White Wood Legs, 16.5 x 20.5 Inches","B0BNJ86FCL","https://www.amazon.com/dp/B0BNJ86FCL?psc=1","https://m.media-amazon.com/images/I/51tDCZ6f55L._AC_SY606_.jpg","Apicizon",38.99,NA,NA,13040,"CN",18.1,1,4.5,1923,NA,0,"APICIZON","Home & Kitchen","Small Oversize",NA,"18.3x2.5x18.9","5.45",2022-11-28
"82","Okvnbjk Rustic Coffee Table with Charging Station, 40 inch Large Living Room Coffee Table, 2-Tier Rectangle with Wireless Charger Pad & USB Port, Rustic Brown","B0BN1H36NS","https://www.amazon.com/dp/B0BN1H36NS?psc=1","https://m.media-amazon.com/images/I/814NPTTjAHL._AC_SX679_.jpg","Okvnbjk",109.99,116,12758.84,199896,"US",45.28,1,4.6,36,5,1,"Okvnbjk","Home & Kitchen","Small Oversize","FBA","25.5x4.3x44.0","43.41",2022-11-21
"83","Tohomeor End Table with Charging Station LED Light Nightstand Bedroom Bed Side Dresser with Fabric Drawers Open Storage Shelf Living Room Sofa End Table with USB Ports and Outlet (Charcoal, 2 Packs)","B0BY5CG9ZX","https://www.amazon.com/dp/B0BY5CG9ZX?psc=1","https://m.media-amazon.com/images/I/61t1HXNg4DL._AC_SY450_.jpg","Tohomeor",119.89,NA,NA,24080,"CN",38.36,1,NA,0,8,0,"Tohomeor","Home & Kitchen","Small Oversize","FBA","15.9x17.9x8.7","23.15",2023-03-11
"84","HOOBRO Side Table, Flip End Table with Charging Station and Shelves, USB Ports & Power Outlets, Narrow Nightstand for Small Spaces, Stable and Sturdy, for Living Room, Bedroom, Black BK341BZ01","B0BQQM4GTZ","https://www.amazon.com/dp/B0BQQM4GTZ?psc=1","https://m.media-amazon.com/images/I/61+OWCfSeDL._AC_SX466_.jpg","HOOBRO",59.99,NA,NA,38499,"CN",20.32,1,4.5,790,9,11,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","5.8x13.1x15.9","15.84",2023-05-15
"85","Furinno Coffee Table with Bins, Espresso/Brown","B004UMDLPK","https://www.amazon.com/dp/B004UMDLPK?psc=1","https://m.media-amazon.com/images/I/61+CZlAkNqL._AC_SX425_.jpg","Furinno",24.39,758,18487.62,52300,"AMZ",23.47,13,4.1,7733,13,75,"Amazon","Home & Kitchen","Small Oversize","AMZ","21.6x3.3x34.2","24.60",2011-03-31
"86","Tangkula Wood Lift Top Coffee Table, Modern Coffee Table w/Hidden Compartment and Open Storage Shelf for Living Room Office Reception Room, Lift Coffee Table (White)","B0744B7PTW","https://www.amazon.com/dp/B0744B7PTW?psc=1","https://m.media-amazon.com/images/I/61UNJBtg5GL._AC_SX466_.jpg","Tangkula",169.99,117,19888.83,279430,"US",NA,1,4.5,2080,9,5,"Tangkula","Home & Kitchen",NA,"MFN",NA,NA,2017-07-19
"87","SUCXDZQ LED Coffee Table, Modern 2 Tiers High Glossy White Coffee Table with Remote Control, Coffee Table for Living Room","B0BXX1BMLL","https://www.amazon.com/dp/B0BXX1BMLL?psc=1","https://m.media-amazon.com/images/I/81JWwj29eLL._AC_SY355_.jpg","SUCXDZQ",195,190,37050,148521,"CN",57.88,1,2.8,8,6,6,"liuxiaominn","Home & Kitchen","Small Oversize","FBA","23.3x4.8x39.8","45.51",2023-03-09
"88","HOOBRO Side Table with Charging Station, Set of 2 End Tables with USB Ports and Outlets, Nightstand with 2-Layer Storage Shelves for Small Spaces, Living Room, Bedroom, Rustic Brown BF09UBZP201","B0B9GXYT5D","https://www.amazon.com/dp/B0B9GXYT5D?psc=1","https://m.media-amazon.com/images/I/71y5pfHiDqL._AC_SX569_.jpg","HOOBRO",59.99,1676,100543.24,15821,"CN",20.01,2,4.4,126,8,23,"Hoobro","Home & Kitchen","Large Standard-Size","FBA","12.0x5.7x17.9","14.78",2022-08-12
"89","mopio Ensley Coffee Table, Mid Century Modern Coffee Table with Storage, Farmhouse Coffee Table, Wood Coffee Table, Living Room Tables, Center Table (Oak, Coffee Table)","B0C4Y91TZD","https://www.amazon.com/dp/B0C4Y91TZD?psc=1","https://m.media-amazon.com/images/I/81xAz0bWqhL._AC_SY450_.jpg","mopio",187,NA,NA,70893,"US",NA,1,4.6,460,NA,0,"MopioInc","Home & Kitchen",NA,"MFN",NA,NA,2023-05-11
"90","FIRMINANA Mid Century Modern Coffee Table,Large Oval Coffee Table for Living Room,Oval Small Mangotop Black Coffee for Small Spaces,Espresso,47.3"" W x23.63 D x 17.72"" H","B0C1GN5V3P","https://www.amazon.com/dp/B0C1GN5V3P?psc=1","https://m.media-amazon.com/images/I/61tE+7HGfjL._AC_SX569_.jpg","FIRMINANA",119.99,696,83513.04,40761,"CN",38.22,1,4.2,184,9,-9,"Firminana","Home & Kitchen","Small Oversize","FBA","27.0x2.0x52.5","25.05",2023-04-04
"91","Henn&Hart 45"" Wide Rectangular Coffee Table in Blackened Bronze, Modern coffee tables for living room, studio apartment essentials","B07N8RRPT5","https://www.amazon.com/dp/B07N8RRPT5?psc=1","https://m.media-amazon.com/images/I/31TlFk9qJwL._AC_SY355_.jpg","Henn&Hart",115.35,178,20532.3,88727,"AMZ",29.89,7,4.7,1611,9,12,"Amazon","Home & Kitchen","Small Oversize","FBA","22.3x5.0x46.7","48.66",2019-01-30
"92","Milliard Mid Century Modern Coffee Table, Black","B0BVT4Y249","https://www.amazon.com/dp/B0BVT4Y249?psc=1","https://m.media-amazon.com/images/I/511CLGrGx0L._AC_SX569_.jpg","Milliard",89.99,129,11608.71,163055,"US",45.25,2,4,9,6,2,"Home Wise","Home & Kitchen","Small Oversize","MFN","23.0x45.5x7.5","35.00",2023-02-13
"93","Tribesigns Modern Coffee Table, 47 Inch Faux Marble Cocktail Table with Geometric Frame, Rectangular Center Table Tea Table Accent Furniture for Living Room, Simple Assembly (White/Gold)","B0BRT2YPBY","https://www.amazon.com/dp/B0BRT2YPBY?psc=1","https://m.media-amazon.com/images/I/81rQB6f-WWL._AC_SY450_.jpg","Tribesigns",149.99,96,14399.04,137107,"CN",51.13,1,4.6,6,7,0,"Tribesigns-Way to Origin","Home & Kitchen","Small Oversize","MFN","22.8x54.3x5.1","37.00",2023-01-06
"94","Yoobure C Shaped End Table, Side Table for Couch and Bed, Small Side Table for Small Spaces, Living Room, Bedroom, Rustic Snack Table","B0BCJSFLB4","https://www.amazon.com/dp/B0BCJSFLB4?psc=1","https://m.media-amazon.com/images/I/61iDjigc78L._AC_SX679_.jpg","Yoobure",36.99,1976,73092.24,17498,"HK",14.48,6,4.5,957,7,97,"Super A Plus","Home & Kitchen","Large Standard-Size","FBA","12.0x3.1x17.8","8.07",2022-08-31
"95","BETTAHOME C Shaped End Table, Side Table, for Couch, Bed, Chair, Living Room, Bedroom, Slides Under Sofa, Tray for Snack, Laptop, TV Dinner, Light Wood and Black BT001B","B0BYJ5L7M6","https://www.amazon.com/dp/B0BYJ5L7M6?psc=1","https://m.media-amazon.com/images/I/61jzhjI1x4L._AC_SX569_.jpg","BETTAHOME",30.99,NA,NA,76066,"CN",14.73,1,4.6,63,7,6,"BETTAHOME","Home & Kitchen","Large Standard-Size","FBA","13.6x4.0x17.5","8.93",2023-05-03
